date,title,trail_text,source,section,url,query,sentiment_text,news_vader_compound,news_vader_pos,news_vader_neu,news_vader_neg,news_sentiment_label
2021-09-02,Forget the technical jargon – Australia’s in a Covid recession right now,"The country mightn’t technically be in recession but most of the figures amid widespread lockdowns are grim, apart from property sales",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/02/forget-the-technical-jargon-australias-in-a-covid-recession-right-now,"""Commonwealth Bank""","Forget the technical jargon – Australia’s in a Covid recession right now The country mightn’t technically be in recession but most of the figures amid widespread lockdowns are grim, apart from property sales",-0.8519,0.0,0.738,0.262,negative
2021-09-03,Australian banks shut down internal appeal avenue for unhappy customers,Asic changes mean banks will no longer allow their internal ‘customer advocates’ to hear appeals against adverse decisions,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/03/australian-banks-shut-down-internal-appeal-avenue-for-unhappy-customers,"""Commonwealth Bank""",Australian banks shut down internal appeal avenue for unhappy customers Asic changes mean banks will no longer allow their internal ‘customer advocates’ to hear appeals against adverse decisions,-0.8001,0.0,0.724,0.276,negative
2021-09-09,Australia’s pro-climate companies urged to lobby government more,"Strong lobbying by fossil fuel industries is drowning out the corporate voices that support climate action, analysts say",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/09/australias-pro-climate-companies-urged-to-lobby-government-more,"""Commonwealth Bank""","Australia’s pro-climate companies urged to lobby government more Strong lobbying by fossil fuel industries is drowning out the corporate voices that support climate action, analysts say",0.7017,0.239,0.71,0.051,positive
2021-09-28,Medical entrepreneurs poised to grab slice of Australia’s Covid home-testing kit market,TGA has received dozens of applications to import and sell different types of rapid antigen tests,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/29/medical-entrepreneurs-poised-to-grab-slice-of-covid-home-testing-kit-market,"""Commonwealth Bank""",Medical entrepreneurs poised to grab slice of Australia’s Covid home-testing kit market TGA has received dozens of applications to import and sell different types of rapid antigen tests,0.25,0.069,0.931,0.0,positive
2021-09-29,New Zealand loan holders launch legal action to force Australian-owned banks to refund fees,Amount sought from ANZ and the Commonwealth Bank-owned ASB could be in excess of $100m,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/sep/29/new-zealand-loan-holders-launch-legal-action-to-force-australian-owned-banks-to-refund-fees,"""Commonwealth Bank""",New Zealand loan holders launch legal action to force Australian-owned banks to refund fees Amount sought from ANZ and the Commonwealth Bank-owned ASB could be in excess of $100m,0.128,0.051,0.949,0.0,positive
2021-10-01,From ‘gold standard’ to bombshell relationship: the rise and fall of Gladys Berejiklian,The self-described ‘goody-goody’ became the first woman elected NSW premier before a corruption investigation sank her leadership,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/oct/02/from-gold-standard-to-bombshell-relationship-the-rise-and-fall-of-gladys-berejiklian,"""Commonwealth Bank""",From ‘gold standard’ to bombshell relationship: the rise and fall of Gladys Berejiklian The self-described ‘goody-goody’ became the first woman elected NSW premier before a corruption investigation sank her leadership,0.0,0.0,1.0,0.0,neutral
2021-10-14,TGA approves rapid antigen self tests; severe storms sweep parts of NSW – as it happened,"Treasurer Josh Frydenberg says 90% of jobs lost in September were in Victoria<strong><em> </em></strong>as state records most infectious day with 2,297 cases. This blog is now closed",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2021/oct/14/australia-covid-new-south-wales-victoria-act-lockdown-coronavirus-andrews-perrottet-morrison-vaccine-sydney-melbourne,"""Commonwealth Bank""","TGA approves rapid antigen self tests; severe storms sweep parts of NSW – as it happened Treasurer Josh Frydenberg says 90% of jobs lost in September were in Victoria<strong><em> </em></strong>as state records most infectious day with 2,297 cases. This blog is now closed",-0.1779,0.087,0.811,0.102,negative
2021-10-22,‘Lifeblood of those towns’: taskforce to look into wave of bank closures in regional Australia,"More than 100 branches have shut in the past year, prompting concerns about the impacts on entire communities",The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/oct/23/lifeblood-of-those-towns-taskforce-to-look-into-wave-of-bank-closures-in-regional-australia,"""Commonwealth Bank""","‘Lifeblood of those towns’: taskforce to look into wave of bank closures in regional Australia More than 100 branches have shut in the past year, prompting concerns about the impacts on entire communities",0.0,0.0,1.0,0.0,neutral
2021-10-27,News Corp Australia to introduce Covid vaccine mandate for staff ,Only people who are fully vaccinated or exempt will be allowed to enter media company’s buildings,The Guardian,Media,https://www.theguardian.com/media/2021/oct/28/news-corp-australia-to-introduce-covid-vaccine-mandate-for-staff,"""Commonwealth Bank""",News Corp Australia to introduce Covid vaccine mandate for staff  Only people who are fully vaccinated or exempt will be allowed to enter media company’s buildings,0.1689,0.062,0.938,0.0,positive
2021-11-02,‘Give local musicians a platform’: Australian businesses urged to shake up on-hold playlists,"Qantas, Centrelink, Telstra and Optus targeted by Hold Aussie Music campaign as local musicians say they’ve been left hanging by big end of town",The Guardian,Culture,https://www.theguardian.com/culture/2021/nov/02/give-local-musicians-a-platform-australian-businesses-urged-to-shake-up-on-hold-playlists,"""Commonwealth Bank""","‘Give local musicians a platform’: Australian businesses urged to shake up on-hold playlists Qantas, Centrelink, Telstra and Optus targeted by Hold Aussie Music campaign as local musicians say they’ve been left hanging by big end of town",-0.1779,0.0,0.955,0.045,negative
2021-11-03,Commonwealth Bank to offer cryptocurrency trading in first for Australia’s big four,CBA to let customers buy and sell assets like bitcoin and Ethereum through app in move that experts say will bring more legitimacy to crypto,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/nov/03/commonwealth-bank-to-offer-cryptocurrency-trading-in-first-for-australias-big-four,"""Commonwealth Bank""",Commonwealth Bank to offer cryptocurrency trading in first for Australia’s big four CBA to let customers buy and sell assets like bitcoin and Ethereum through app in move that experts say will bring more legitimacy to crypto,0.4939,0.107,0.893,0.0,positive
2021-11-03,Religious groups warn Australia government to retain clause allowing discrimination in proposed bill,Draft legislation is causing deep divisions in Liberal party with MPs preparing to cross floor,The Guardian,World news,https://www.theguardian.com/world/2021/nov/04/religious-groups-warn-government-to-retain-clause-allowing-discrimination-in-proposed-bill,"""Commonwealth Bank""",Religious groups warn Australia government to retain clause allowing discrimination in proposed bill Draft legislation is causing deep divisions in Liberal party with MPs preparing to cross floor,0.3182,0.09,0.864,0.047,positive
2021-11-05,Australian banks lift fixed interest home loan rates despite RBA keeping official rate at record low,Reserve bank expects to raise the cash rate in 2024 but says it could start to creep up earlier if inflation and wages growth pick up,The Guardian,Australia news,https://www.theguardian.com/australia-news/2021/nov/05/australian-banks-lift-fixed-interest-home-loan-rates-despite-rba-keeping-official-rate-at-record-low,"""Commonwealth Bank""",Australian banks lift fixed interest home loan rates despite RBA keeping official rate at record low Reserve bank expects to raise the cash rate in 2024 but says it could start to creep up earlier if inflation and wages growth pick up,0.5927,0.118,0.849,0.034,positive
