date,title,trail_text,source,section,url,query,sentiment_text,news_vader_compound,news_vader_pos,news_vader_neu,news_vader_neg,news_sentiment_label
2023-08-21,Senator responds to report – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/21/australia-news-live-offshore-wind-clean-energy-indigenous-voice-to-parliament-anthony-albanese-womens-world-cup-soccer-spain-lionesses-matildas,"""Commonwealth Bank""",Senator responds to report – as it happened This blog is now closed.,0.0,0.0,1.0,0.0,neutral
2023-08-30,Corruption watchdog cleared – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/30/australia-news-live-updates-indigenous-voice-to-parliament-referendum-date-politics-anthony-albanese-china-climate-report-cost-of-living,"""Commonwealth Bank""",Corruption watchdog cleared – as it happened This blog is now closed.,0.1027,0.113,0.887,0.0,positive
2023-09-04,Qantas board urged to withhold bonuses of Alan Joyce and senior executives,Shareholders’ Association chief says an immediate response is needed if the airline is serious about restoring public trust,The Guardian,Business,https://www.theguardian.com/business/2023/sep/04/qantas-board-urged-to-withhold-bonuses-of-alan-joyce-and-senior-executives,"""Commonwealth Bank""",Qantas board urged to withhold bonuses of Alan Joyce and senior executives Shareholders’ Association chief says an immediate response is needed if the airline is serious about restoring public trust,0.8316,0.25,0.714,0.036,positive
2023-09-06,Question time chaos – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/06/australia-politics-live-anthony-albanese-asia-indonesia-asean-g20-hospitals-ubereats-marcia-langton-peter-dutton-indigenous-voice-qantas,"""Commonwealth Bank""",Question time chaos – as it happened This blog is now closed.,-0.5719,0.0,0.748,0.252,negative
2023-09-18,One woman in critical condition after ANU stabbing – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/18/australia-news-live-family-law-reform-mark-dreyfus-dating-app-sexual-violence-code-of-conduct-michelle-rowland-referendum-indigenous-voice-to-parliament,"""Commonwealth Bank""",One woman in critical condition after ANU stabbing – as it happened This blog is now closed,-0.3182,0.0,0.874,0.126,negative
2023-09-21,Commissioner demands release of UN report – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/21/australia-news-live-indigenous-voice-to-parliament-referendum-covid-19-inquiry-cost-of-living-anthony-albanese-peter-dutton-qantas-tanya-plibersek,"""Commonwealth Bank""",Commissioner demands release of UN report – as it happened This blog is now closed,0.0,0.0,1.0,0.0,neutral
2023-09-24,A crypto firm sent a disability worker $10m by mistake. Months later she was arrested at an Australian airport,Crypto.com made global headlines for a multimillion-dollar error that went unspotted for months. A court case reveals how it all went wrong,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/sep/24/a-crypto-firm-sent-a-disability-worker-10m-by-mistake-months-later-she-was-arrested-at-an-australian-airport,"""Commonwealth Bank""",A crypto firm sent a disability worker $10m by mistake. Months later she was arrested at an Australian airport Crypto.com made global headlines for a multimillion-dollar error that went unspotted for months. A court case reveals how it all went wrong,-0.8834,0.0,0.766,0.234,negative
2023-09-24,NT chief minister allegedly assaulted – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/24/employment-white-paper-skills-passport-victoria-liberal-party-council-indigenous-voice-to-parliament-referendum,"""Commonwealth Bank""",NT chief minister allegedly assaulted – as it happened This blog is now closed,-0.5267,0.0,0.793,0.207,negative
2023-10-01,"Inflation uptick increases risk of another RBA interest rate rise, economists say",First Reserve Bank meeting under new governor Michele Bullock has the potential to surprise after CPI spike,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/oct/02/inflation-uptick-increases-risk-of-another-rba-interest-rate-rise-economists-say,"""Commonwealth Bank""","Inflation uptick increases risk of another RBA interest rate rise, economists say First Reserve Bank meeting under new governor Michele Bullock has the potential to surprise after CPI spike",0.4588,0.154,0.783,0.063,positive
2023-10-15,The office returns: are the days of Australians working from home numbered?,Working remotely during the pandemic disrupted a centuries-old agreement between employers and employees. What now for WFH?,The Guardian,Business,https://www.theguardian.com/business/2023/oct/16/wfh-work-from-home-returning-to-office-australia,"""Commonwealth Bank""",The office returns: are the days of Australians working from home numbered? Working remotely during the pandemic disrupted a centuries-old agreement between employers and employees. What now for WFH?,0.5514,0.113,0.887,0.0,positive
2023-10-18,Oil prices rise after Gaza hospital blast prompts global concern,"Cancellation of summit between Joe Biden and Arab leaders raises risk of wider conflict, says analyst",The Guardian,Business,https://www.theguardian.com/business/2023/oct/18/oil-prices-rise-gaza-hospital-joe-biden,"""Commonwealth Bank""","Oil prices rise after Gaza hospital blast prompts global concern Cancellation of summit between Joe Biden and Arab leaders raises risk of wider conflict, says analyst",-0.5267,0.0,0.845,0.155,negative
2023-10-18,Dutton accuses Albanese of misrepresenting Yunupingu comments – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/oct/18/australia-politics-live-high-court-ev-road-user-tax-victoria-question-time-anthony-albanese-peter-dutton-indigenous-voice-to-parliament,"""Commonwealth Bank""",Dutton accuses Albanese of misrepresenting Yunupingu comments – as it happened This blog is now closed.,-0.34,0.0,0.862,0.138,negative
2023-10-23,Morning Mail: refugee funds ‘missing’; Australian family trapped in Gaza; Antarctic ice melt locked in,"Claims Australian money for exiled refugees in Papua New Guinea has been misused; Adelaide family pleads for help to escape besieged territory; sea level rise inevitable, research finds",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/oct/24/morning-mail-refugee-funds-missing-australian-family-trapped-in-gaza-antarctic-ice-melt-locked-in,"""Commonwealth Bank""","Morning Mail: refugee funds ‘missing’; Australian family trapped in Gaza; Antarctic ice melt locked in Claims Australian money for exiled refugees in Papua New Guinea has been misused; Adelaide family pleads for help to escape besieged territory; sea level rise inevitable, research finds",0.0,0.092,0.837,0.071,neutral
2023-10-26,RBA governor says inflation bump no surprise but won’t say whether rates will rise,Michele Bullock tells Senate estimates ‘we might need to go again’ as Westpac joins other big banks in predicting November rate rise,The Guardian,Business,https://www.theguardian.com/business/2023/oct/26/rba-governor-says-inflation-bump-no-surprise-but-wont-say-whether-rates-will-rise,"""Commonwealth Bank""",RBA governor says inflation bump no surprise but won’t say whether rates will rise Michele Bullock tells Senate estimates ‘we might need to go again’ as Westpac joins other big banks in predicting November rate rise,-0.1045,0.0,0.961,0.039,negative
2023-10-31,Border town saved from blaze – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/oct/31/australia-news-live-fire-queensland-tara-nsw-stan-grant-indigenous-voice-to-parliament-tony-burke-ir,"""Commonwealth Bank""",Border town saved from blaze – as it happened This blog is now closed.,0.4215,0.177,0.823,0.0,positive
2023-11-02,Australian academics apologise for false AI-generated allegations against big four consultancy firms,Case studies created by Google Bard AI as part of submission to parliamentary inquiry proven to be factually incorrect,The Guardian,Business,https://www.theguardian.com/business/2023/nov/02/australian-academics-apologise-for-false-ai-generated-allegations-against-big-four-consultancy-firms,"""Commonwealth Bank""",Australian academics apologise for false AI-generated allegations against big four consultancy firms Case studies created by Google Bard AI as part of submission to parliamentary inquiry proven to be factually incorrect,0.5574,0.137,0.863,0.0,positive
2023-11-03,Taylor Swift: warning over fake tickets as NAB urges punters to be wary of social media scams,"Concern around fake Taylor Swift ticket scams comes as bank reveals $220,000 worth of transactions abandoned daily",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/03/fake-taylor-swift-australia-tour-ticket-scam-social-media-nab-warning,"""Commonwealth Bank""","Taylor Swift: warning over fake tickets as NAB urges punters to be wary of social media scams Concern around fake Taylor Swift ticket scams comes as bank reveals $220,000 worth of transactions abandoned daily",-0.9403,0.111,0.503,0.386,negative
2023-11-03,KPMG lodges complaint after AI-generated material was used to implicate them in non-existent scandals,Senate inquiry into Australian consultancy industry concedes its integrity has been undermined by reliance on case studies generated by Google Bard AI tool,The Guardian,Business,https://www.theguardian.com/business/2023/nov/03/kpmg-ai-complaint-non-existent-scandal-ai-case-studies-google-bard,"""Commonwealth Bank""",KPMG lodges complaint after AI-generated material was used to implicate them in non-existent scandals Senate inquiry into Australian consultancy industry concedes its integrity has been undermined by reliance on case studies generated by Google Bard AI tool,-0.6486,0.06,0.759,0.182,negative
2023-11-08,Optus outage: CEO says some services are being restored after millions across Australia lost mobile and internet ,Telecommunications company says engineers investigating a network fault affecting service for customers today,The Guardian,Business,https://www.theguardian.com/business/2023/nov/08/optus-phone-and-internet-outage-affects-millions-across-australia,"""Commonwealth Bank""",Optus outage: CEO says some services are being restored after millions across Australia lost mobile and internet  Telecommunications company says engineers investigating a network fault affecting service for customers today,-0.3818,0.07,0.785,0.145,negative
2023-11-08,Optus services restored – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/nov/08/australia-news-live-optus-outage-trains-melbourne-prime-minister-athony-albanese-china-pacific-aukus-daysleford-driver,"""Commonwealth Bank""",Optus services restored – as it happened This blog is now closed.,0.34,0.179,0.821,0.0,positive
2023-11-14,"Afternoon Update: Australia ‘paralysed’ in Gaza response, UN official says; CommBank records $2.5bn profit; and radio host missing in crocodile waters","World ‘staring into the abyss’, UN special rapporteur says, as Israel’s foreign minister acknowledges growing international pressure for ceasefire",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/14/afternoon-update-australia-paralysed-in-gaza-response-un-official-says-commbank-records-25bn-profit-and-radio-host-missing-in-crocodile-waters,"""Commonwealth Bank""","Afternoon Update: Australia ‘paralysed’ in Gaza response, UN official says; CommBank records $2.5bn profit; and radio host missing in crocodile waters World ‘staring into the abyss’, UN special rapporteur says, as Israel’s foreign minister acknowledges growing international pressure for ceasefire",0.4404,0.156,0.749,0.094,positive
2023-11-14,Bandt backs students over climate protests – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/nov/14/australia-politics-live-gambling-lobbyists-qanda-anthony-albanese-peter-dutton-question-time-gaza-cost-of-living-labor-liberal-victoria-nsw-queensland,"""Commonwealth Bank""",Bandt backs students over climate protests – as it happened This blog is now closed.,-0.2732,0.0,0.807,0.193,negative
2023-11-15,"Tim was scammed out of $222,000. He says the bank should have to give his money back",A group of victims say the onus is wrongly being put on Australians to protect themselves from increasingly sophisticated scams,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/15/tim-was-scammed-out-of-222000-he-says-the-bank-should-have-to-give-his-money-back,"""Commonwealth Bank""","Tim was scammed out of $222,000. He says the bank should have to give his money back A group of victims say the onus is wrongly being put on Australians to protect themselves from increasingly sophisticated scams",0.0258,0.137,0.728,0.135,neutral
2023-11-18,"The great wealth transfer: how Australian banks, supermarkets and airlines have moved billions from customers to shareholders ","Westpac, Qantas and Macquarie Group are all using excess capital to buy back shares. Where did all the money come from?",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/19/australian-banks-in-6bn-share-buybacks-amid-wealth-transfer-from-customers-to-investors,"""Commonwealth Bank""","The great wealth transfer: how Australian banks, supermarkets and airlines have moved billions from customers to shareholders  Westpac, Qantas and Macquarie Group are all using excess capital to buy back shares. Where did all the money come from?",0.8591,0.213,0.787,0.0,positive
2023-11-24,The data is in: a generational shift of wealth is under way in Australia,"Rising debt repayments alongside elevated savings rates are moving money from young to old, experts say, leaving younger people under growing strain",The Guardian,Inequality,https://www.theguardian.com/inequality/2023/nov/25/generational-wealth-gap-study-monash-old-to-young-debt-repayments-savings-rates,"""Commonwealth Bank""","The data is in: a generational shift of wealth is under way in Australia Rising debt repayments alongside elevated savings rates are moving money from young to old, experts say, leaving younger people under growing strain",0.296,0.121,0.788,0.091,positive
2023-11-25,How the climate credentials of Australia’s big banks stack up,ANZ stands out as ‘laggard’ while Commonwealth Bank and Westpac have restrictions on facilitating bonds for fossil fuel clients,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/26/how-the-climate-credentials-of-australias-big-banks-stack-up,"""Commonwealth Bank""",How the climate credentials of Australia’s big banks stack up ANZ stands out as ‘laggard’ while Commonwealth Bank and Westpac have restrictions on facilitating bonds for fossil fuel clients,0.0,0.0,1.0,0.0,neutral
2023-12-14,Work-from-home rates fall but skill shortages may delay full return to Australian offices,"Staff may be eager to come back to workplaces out of concern about career progression, expert says",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/dec/14/australia-work-from-home-office-rates-numbers-declining-why-skills-shortage,"""Commonwealth Bank""","Work-from-home rates fall but skill shortages may delay full return to Australian offices Staff may be eager to come back to workplaces out of concern about career progression, expert says",-0.1531,0.093,0.769,0.138,negative
2023-12-14,"Morning Mail: detention rules secretly lifted, US passes Aukus law, Warner’s timely ton",Minister eases restrictions in apparent bid to thwart legal action; US Congress votes through Aukus rules,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/dec/15/morning-mail-detention-rules-secretly-lifted-us-passes-aukus-law-warners-timely-ton,"""Commonwealth Bank""","Morning Mail: detention rules secretly lifted, US passes Aukus law, Warner’s timely ton Minister eases restrictions in apparent bid to thwart legal action; US Congress votes through Aukus rules",0.0772,0.118,0.805,0.077,positive
2023-12-20,"Australian travel insurance red flags: missed connections, stolen luggage and preexisting conditions","Travel insurance can be a complicated business for consumers, with caps and exclusions buried deep in fine print. Here’s how to know what you are really covered for",The Guardian,Travel,https://www.theguardian.com/travel/2023/dec/21/australian-travel-insurance-best-options-conditions-loopholes-what-does-it-cover,"""Commonwealth Bank""","Australian travel insurance red flags: missed connections, stolen luggage and preexisting conditions Travel insurance can be a complicated business for consumers, with caps and exclusions buried deep in fine print. Here’s how to know what you are really covered for",-0.5574,0.041,0.837,0.122,negative
2023-12-26,Boxing Day sales: retailers expect shoppers to spend $1.25bn amid cost-of-living crisis,Australian Retail Association predicts $23.9bn in spending for sales period ending on 15 January,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/dec/26/boxing-day-sales-2023-retail-stores-spending-figures-data,"""Commonwealth Bank""",Boxing Day sales: retailers expect shoppers to spend $1.25bn amid cost-of-living crisis Australian Retail Association predicts $23.9bn in spending for sales period ending on 15 January,-0.6249,0.0,0.859,0.141,negative
2023-12-26,Wild weather continues after stormy night – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/dec/26/boxing-day-weather-live-updates-nsw-qld-victoria-rain-storms-radar-boxing-day-sydney-brisbane,"""Commonwealth Bank""",Wild weather continues after stormy night – as it happened This blog is now closed,0.0,0.0,1.0,0.0,neutral
2024-01-11,Top Australian debt collector still operating in Victoria despite blacklisting,"Exclusive: Consumer Affairs Victoria investigating Panthera, which was fined $500,000 in 2020 after pursuing debts from people who were not liable",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/jan/12/top-australian-debt-collector-panthera-finance-still-operating-in-victoria-despite-blacklisting,"""Commonwealth Bank""","Top Australian debt collector still operating in Victoria despite blacklisting Exclusive: Consumer Affairs Victoria investigating Panthera, which was fined $500,000 in 2020 after pursuing debts from people who were not liable",-0.2663,0.053,0.832,0.115,negative
2024-01-13,Labor says it’s looking for ways to ease cost-of-living pressures. Just don’t mention the stage-three tax cuts,The cuts are already baked into the RBA’s forecasts and economists say there is little point looking at alternatives,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/jan/14/labor-ease-cost-of-living-pressures-stage-three-tax-cuts,"""Commonwealth Bank""",Labor says it’s looking for ways to ease cost-of-living pressures. Just don’t mention the stage-three tax cuts The cuts are already baked into the RBA’s forecasts and economists say there is little point looking at alternatives,-0.4939,0.061,0.777,0.163,negative
2024-01-17,Qantas tumbles down rankings of Australia’s best brands as Bunnings maintains top spot,"Hardware chain tops Brand Finance rankings for strongest brand for third year in a row, with Woolworths, Telstra, Commonwealth Bank and Coles ranked the four most valuable brands",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/jan/17/australia-best-brand-rankings-new-qantas-decline-bunnings,"""Commonwealth Bank""","Qantas tumbles down rankings of Australia’s best brands as Bunnings maintains top spot Hardware chain tops Brand Finance rankings for strongest brand for third year in a row, with Woolworths, Telstra, Commonwealth Bank and Coles ranked the four most valuable brands",0.9392,0.302,0.698,0.0,positive
2024-01-17,PM stands by response to naval incident – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/jan/17/news-live-melbourne-the-most-expensive-city-for-public-education-new-cyclone-approaches-australia,"""Commonwealth Bank""",PM stands by response to naval incident – as it happened This blog is now closed.,0.0,0.0,1.0,0.0,neutral
2024-01-31,Australia’s inflation rate retreats to two-year low fanning hopes next RBA move will be a rate cut,"CPI came in at 4.1% in the December quarter, easing from the September quarter pace of 5.4%",The Guardian,Business,https://www.theguardian.com/business/2024/jan/31/australia-consumer-price-index-falls-inflation-rate-rba-interest-rates-announcement-quarter-four,"""Commonwealth Bank""","Australia’s inflation rate retreats to two-year low fanning hopes next RBA move will be a rate cut CPI came in at 4.1% in the December quarter, easing from the September quarter pace of 5.4%",0.1531,0.123,0.769,0.108,positive
2024-02-06,"Taylor Swift fans being targeted by ticket scammers disguised as social media ‘friends’, Victoria police warn","Victorian fans have already lost more than $260,000 to ticket scammers in relation to the 2024 Eras tour of Australia before the Melbourne concert",The Guardian,Music,https://www.theguardian.com/music/2024/feb/07/taylor-swift-ticket-scams-melbourne-concert-fans-friends-tickets-eras-tour-australia-2024,"""Commonwealth Bank""","Taylor Swift fans being targeted by ticket scammers disguised as social media ‘friends’, Victoria police warn Victorian fans have already lost more than $260,000 to ticket scammers in relation to the 2024 Eras tour of Australia before the Melbourne concert",-0.4588,0.041,0.826,0.133,negative
2024-02-07,Afternoon Update: Australians overcharged across industries; right to disconnect from work laws a near certainty; and what’s in household dust?,"An inquiry into price gouging has found a lack of competition in key markets, including banks and supermarkets, is driving inflation",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/07/afternoon-update-australians-overcharged-across-industries-right-to-disconnect-from-work-laws-a-near-certainty-and-whats-in-household-dust,"""Commonwealth Bank""","Afternoon Update: Australians overcharged across industries; right to disconnect from work laws a near certainty; and what’s in household dust? An inquiry into price gouging has found a lack of competition in key markets, including banks and supermarkets, is driving inflation",-0.0772,0.046,0.901,0.053,negative
2024-02-07,"The RBA says it’s still worried about inflation, but few believe this will mean higher interest rates ","Instead of claiming demand factors are the main reason for inflation, the spotlight should be on companies’ pricing decisions",The Guardian,Business,https://www.theguardian.com/business/grogonomics/2024/feb/08/rba-company-profits-inflation-interest-rates-rises-reserve-bank-australia,"""Commonwealth Bank""","The RBA says it’s still worried about inflation, but few believe this will mean higher interest rates  Instead of claiming demand factors are the main reason for inflation, the spotlight should be on companies’ pricing decisions",0.3919,0.099,0.818,0.083,positive
2024-02-14,Commonwealth Bank posts $5bn half-yearly cash profit after ‘deliberate’ shrinking of home loan book,"Latest financial results show bank now targeting savers over mortgage holders, amid concerns over weakening competition among major lenders",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/14/commonwealth-bank-half-yearly-earnings-results-profit-home-loans-share-price,"""Commonwealth Bank""","Commonwealth Bank posts $5bn half-yearly cash profit after ‘deliberate’ shrinking of home loan book Latest financial results show bank now targeting savers over mortgage holders, amid concerns over weakening competition among major lenders",0.1531,0.08,0.856,0.064,positive
2024-02-14,Afternoon Update: farmer killed in Victorian storms; CBA posts $5bn profit; and Indonesia goes to the polls,The 50-year-old Darlimurla man was killed following major storms that battered the state,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/14/afternoon-update-farmer-killed-in-victorian-storms-cba-posts-5bn-profit-and-indonesia-goes-to-the-polls,"""Commonwealth Bank""",Afternoon Update: farmer killed in Victorian storms; CBA posts $5bn profit; and Indonesia goes to the polls The 50-year-old Darlimurla man was killed following major storms that battered the state,-0.7964,0.075,0.694,0.231,negative
2024-02-14,Queensland introduces carbon target bill; Tasmanian premier calls election – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/14/australia-politics-live-food-banks-ai-tasmania-election-aged-care-treaty-question-time-anthony-albanese-peter-dutton-labor-coalition-greens,"""Commonwealth Bank""",Queensland introduces carbon target bill; Tasmanian premier calls election – as it happened This blog is now closed,0.0,0.0,1.0,0.0,neutral
2024-02-15,"Australia’s economy likely to slow until stage-three tax cuts, lower interest rates and easing inflation kick in, CBA says","Spending tipped to moderate until households start getting some relief in the middle of the year, CommBank chief economist says",The Guardian,Business,https://www.theguardian.com/business/2024/feb/15/australia-economy-slow-stage-three-tax-cuts-interest-rates-inflation-rba,"""Commonwealth Bank""","Australia’s economy likely to slow until stage-three tax cuts, lower interest rates and easing inflation kick in, CBA says Spending tipped to moderate until households start getting some relief in the middle of the year, CommBank chief economist says",0.5719,0.174,0.731,0.095,positive
2024-02-18,Hold the beer: how university O-Week swapped parties and pranks for picnics and friendship bracelets ,Traditionally orientation week went hand in hand with boozing. These days the activities are more inclusive and welcoming,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/19/university-o-weeks-orientation-week-usyd-anu-monash,"""Commonwealth Bank""",Hold the beer: how university O-Week swapped parties and pranks for picnics and friendship bracelets  Traditionally orientation week went hand in hand with boozing. These days the activities are more inclusive and welcoming,0.9345,0.351,0.649,0.0,positive
2024-02-21,Light-touch competition policy hasn’t helped Australian mortgage holders. It’s time to get tough,Acquisitions such as ANZ’s of Suncorp should be presumed to be anticompetitive until proven otherwise,The Guardian,Opinion,https://www.theguardian.com/commentisfree/2024/feb/22/anz-suncorp-merger-accc-professor-allan-fels,"""Commonwealth Bank""",Light-touch competition policy hasn’t helped Australian mortgage holders. It’s time to get tough Acquisitions such as ANZ’s of Suncorp should be presumed to be anticompetitive until proven otherwise,-0.128,0.0,0.947,0.053,negative
2024-02-22,Former governors and treasurers advise against removing government’s power to overrule RBA,Critics of treasurer Jim Chalmers’ proposed reforms say the Reserve Bank is independent enough,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/22/former-governors-and-treasurers-advise-against-removing-governments-power-to-overrule-rba,"""Commonwealth Bank""",Former governors and treasurers advise against removing government’s power to overrule RBA Critics of treasurer Jim Chalmers’ proposed reforms say the Reserve Bank is independent enough,-0.0772,0.103,0.819,0.078,negative
2024-02-22,Fire situation ‘will get worse before it gets better’ – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/22/australia-news-live-extreme-fire-warnings-taekwondo-instructor-charged-anthony-albanese-peter-dutton-labor-coalition-taylor-swift,"""Commonwealth Bank""",Fire situation ‘will get worse before it gets better’ – as it happened This blog is now closed.,-0.6705,0.0,0.744,0.256,negative
2024-02-26,"Morning Mail: big gender pay gaps revealed, Coalition pulls ahead in poll, police told to sit out Mardi Gras",Landmark data paints stark picture of gulf at leading companies; Anthony Albanese sees trustworthiness fall in latest voter survey,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/27/morning-mail-big-gender-pay-gaps-revealed-coalition-pulls-ahead-in-poll-police-told-to-sit-out-mardi-gras,"""Commonwealth Bank""","Morning Mail: big gender pay gaps revealed, Coalition pulls ahead in poll, police told to sit out Mardi Gras Landmark data paints stark picture of gulf at leading companies; Anthony Albanese sees trustworthiness fall in latest voter survey",0.4019,0.101,0.864,0.035,positive
2024-02-27,Lidia Thorpe backs Mardi Gras over NSW police decision – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/27/australia-politics-live-scott-morrison-valedictory-speech-anthony-albanese-polls-dunkley-byelection-peter-dutton-question-time,"""Commonwealth Bank""",Lidia Thorpe backs Mardi Gras over NSW police decision – as it happened This blog is now closed.,-0.0516,0.0,0.934,0.066,negative
2024-02-28,Flight Centre records strong half-year financial result as customers ‘revenge travel’,Travel agency’s revenue from leisure arm now exceeding pre-pandemic levels as head predicts ‘watershed’ year after four years of disruptions,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/28/flight-centre-half-yearly-financial-results-profits-earnings-share-price,"""Commonwealth Bank""",Flight Centre records strong half-year financial result as customers ‘revenge travel’ Travel agency’s revenue from leisure arm now exceeding pre-pandemic levels as head predicts ‘watershed’ year after four years of disruptions,0.2263,0.095,0.836,0.069,positive
2024-02-28,Deal allows police to march in parade – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/28/australia-politics-live-anthony-albanese-peter-dutton-question-time-byelection-dunkley-health-insurance-premiums-cost-of-living-interest-rates,"""Commonwealth Bank""",Deal allows police to march in parade – as it happened This blog is now closed.,0.0,0.0,1.0,0.0,neutral
2024-03-06,"Morning Mail: what Sam Kerr allegedly said to police, tobacco giant’s $55,000 donation, Nikki Haley quits race",Matildas captain allegedly called British officer a ‘stupid white bastard’ in taxi row; first donation by BAT for 13 years came amid vaping crackdown,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/mar/07/morning-mail-what-sam-kerr-allegedly-said-to-police-tobacoo-giants-55000-donation-nikki-haley-quits-ntwnfb,"""Commonwealth Bank""","Morning Mail: what Sam Kerr allegedly said to police, tobacco giant’s $55,000 donation, Nikki Haley quits race Matildas captain allegedly called British officer a ‘stupid white bastard’ in taxi row; first donation by BAT for 13 years came amid vaping crackdown",0.0,0.0,1.0,0.0,neutral
2024-03-07,Nowland family reach settlement – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/07/australia-news-live-supermarkets-accc-competition-price-gouging-cost-of-living-sam-kerr-nsw-asbestos-mulch-epa,"""Commonwealth Bank""",Nowland family reach settlement – as it happened This blog is now closed.,0.0258,0.084,0.916,0.0,neutral
2024-03-11,Passengers treated after ‘technical problem’ – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/11/australia-news-live-tariffs-jim-chalmers-doxxing-laws-sydney-tolls-chris-minns-unrwa-heat-heatwave,"""Commonwealth Bank""",Passengers treated after ‘technical problem’ – as it happened This blog is now closed.,0.0,0.0,1.0,0.0,neutral
2024-03-13,Collapse at regional mine – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/13/australia-news-live-china-tariffs-wine-wa-floods-suv-car-parking-yarra-anthony-albanese-penny-wong-ntwnfb,"""Commonwealth Bank""",Collapse at regional mine – as it happened This blog is now closed.,-0.4939,0.0,0.789,0.211,negative
2024-03-20,Dutton claims PM ‘misrepresented’ earlier comments about Rudd’s performance as US ambassador – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/20/australia-politics-live-china-foreign-minister-wang-yi-penny-wong-question-time-anthony-albanese-peter-dutton-religious-discrimination-immigration-detainees,"""Commonwealth Bank""",Dutton claims PM ‘misrepresented’ earlier comments about Rudd’s performance as US ambassador – as it happened This blog is now closed.,0.0,0.0,1.0,0.0,neutral
2024-03-21,"Migration rose by one-third last year to lift Australia’s population by a record 659,000",The net annual rise was revealed as Labor signalled moves to reduce migration arrivals,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/mar/21/migration-numbers-australia-2023-rise,"""Commonwealth Bank""","Migration rose by one-third last year to lift Australia’s population by a record 659,000 The net annual rise was revealed as Labor signalled moves to reduce migration arrivals",0.0,0.0,1.0,0.0,neutral
2024-03-26,Coalition to vote against fuel efficiency standard despite not seeing bill – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/26/australia-politics-live-wage-case-cost-of-living-anthony-albanese-peter-dutton-question-time-fuel-efficiency-standards-aukus-submarines,"""Commonwealth Bank""",Coalition to vote against fuel efficiency standard despite not seeing bill – as it happened This blog is now closed.,0.3612,0.116,0.884,0.0,positive
