date,title,trail_text,source,section,url,query
2024-06-13,"Australia’s unemployment rate dips to 4% as economy adds 40,000 new jobs",Jobless rate eases as employers shrug off rising costs to keep adding to their workforces,The Guardian,Business,https://www.theguardian.com/business/article/2024/jun/13/australias-unemployment-rate-dips-to-4-as-economy-adds-40000-new-jobs,"""Commonwealth Bank"""
2024-06-16,Minns ‘really sorry’ final Vivid drone show cancelled with 20 minutes notice – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/jun/16/australia-news-live-chinese-premier-li-qiang-adelaide-visit-penny-wong-insiders-peter-dutton-climate-debate,"""Commonwealth Bank"""
2024-06-24,Labor and Greens strike anti-vaping deal – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/jun/24/australia-politics-live-parliaments-winter-session-to-be-ground-zero-for-nuclear-debate,"""Commonwealth Bank"""
2024-06-27,Can Australia’s borrowers dodge another interest rate hike? We’ll know more soon,May’s inflation figures sent alarm bells ringing that the RBA would hike rates. But technically we are still on track for the central bank’s target,The Guardian,Business,https://www.theguardian.com/business/article/2024/jun/27/australia-interest-rates-rba-inflation-announcement-cpi,"""Commonwealth Bank"""
2024-07-15,Climate plans of Australian companies would be exempt from private litigation for three years under proposal,Bill praised for targeting corporate climate responsibility but lawyers say it could allow polluters to avoid public scrutiny for longer,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/jul/15/climate-plans-of-australian-companies-would-be-exempt-from-private-litigation-for-three-years-under-proposal,"""Commonwealth Bank"""
2024-07-15,"Australia’s big banks lent $3.6bn to fossil fuel expansion projects in 2023, report shows","Lending puts banks in ‘complete violation’ of commitments to Paris agreement, climate group says, even as overall funding to sector ebbs",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/jul/16/australias-big-banks-lent-36bn-to-fossil-fuel-expansion-projects-in-2023-report-shows,"""Commonwealth Bank"""
2024-07-17,Australian workers’ living standards have been destroyed – and there is little good news ahead,"While interest rates may have peaked, the labour market is fragile and the economy is set to slow even further",The Guardian,Business,https://www.theguardian.com/business/grogonomics/article/2024/jul/18/australia-cost-of-living-crisis-interest-rates-inflation,"""Commonwealth Bank"""
2024-07-19,"Microsoft outage: how Australian airports, banks and supermarkets were affected by major IT meltdown",Home affairs minister Clare O’Neil says outage would take ‘some time to resolve’ following problems caused by a CrowdStrike cybersecurity software update,The Guardian,Technology,https://www.theguardian.com/australia-news/article/2024/jul/19/microsoft-outage-australian-airports-banks-and-supermarkets-affected-by-windows-meltdown,"""Commonwealth Bank"""
2024-07-19,CrowdStrike has ‘issued a fix’ to Windows outage – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/jul/19/australia-news-live-offshore-detainees-energy-ministers-meet-renewables-transition-heath-housing-cost-of-living,"""Commonwealth Bank"""
2024-07-19,Windows global IT outage: what we know so far,"Outage linked to Windows operating system hits banks, airlines, rail services and supermarkets",The Guardian,Technology,https://www.theguardian.com/technology/article/2024/jul/19/windows-global-it-outage-what-we-know-so-far,"""Commonwealth Bank"""
2024-07-19,"Microsoft IT outage: Australian airlines, banks and supermarkets begin return to normal operations","IT support staff need to implement the fix in person, one computer at a time, experts have said",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/jul/20/microsoft-it-outage-australian-airlines-banks-and-supermarkets-begin-return-to-normal-operations,"""Commonwealth Bank"""
2024-07-24,Why is Australia’s 3G being shut down – and could it spell chaos?,"While not many phones will be affected, business groups worry ATMs, alarms, CCTV, medical alert systems and more could be",The Guardian,Business,https://www.theguardian.com/business/article/2024/jul/25/australia-3g-network-shut-down-date-august-31-impact,"""Commonwealth Bank"""
2024-07-29,There’s a huge amount riding on the latest inflation figures. Here’s why,"The big four banks predict interest rates to be cut, but the RBA may have other ideas",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/jul/30/theres-a-huge-amount-riding-on-the-abs-june-quarter-statistics-heres-why,"""Commonwealth Bank"""
2024-07-30,Housing approvals fall to lowest level in 12 years despite Labor’s pledge of 1.2m new homes,Approved dwellings drop 6.5% in June amid high interest rates and building costs as CoreLogic rues ‘dismal result’,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/jul/30/australia-housing-approvals-data-low-labor-new-homes,"""Commonwealth Bank"""
2024-08-06,Australian share market bounces back to ease immediate concerns over meltdown,"On Tuesday Australia’s S&amp;P/ASX200 index closed at 7,680, up 0.4% on Monday’s closing price",The Guardian,Business,https://www.theguardian.com/business/article/2024/aug/06/australian-shares-edge-higher-as-asx-enjoys-reprieve-from-brutal-sell-off,"""Commonwealth Bank"""
2024-08-07,Commonwealth Bank still predicts interest rate cut in 2024 as RBA defends keeping cash rate on hold,Reserve Bank’s chief economist says it is ‘difficult’ to hear the stories of those who ‘are struggling’,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/aug/07/commonwealth-bank-still-predicts-interest-rate-cut-in-2024-as-rba-defends-keeping-cash-rate-on-hold,"""Commonwealth Bank"""
2024-08-08,Australian employers want staff in the office - but for many workers home is where the heart is,Ambiguous government directive sends officials into tailspin and highlights employer-worker divide,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/aug/09/australian-employers-want-staff-in-the-office-but-for-many-workers-home-is-where-the-heart-is,"""Commonwealth Bank"""
2024-08-14,Commonwealth Bank records $9.8bn cash profit amid rising mortgage stress,CBA’s result beat analyst expectations as CEO says economy remains resilient despite cost-of-living pressures,The Guardian,News,https://www.theguardian.com/news/article/2024/aug/14/cba-records-9-8bn-cash-profit-mortgage-stress-commonwealth-bank-australia,"""Commonwealth Bank"""
2024-08-14,Afternoon Update: Dutton’s ‘completely hypocritical’ Gaza rhetoric; Seven’s profits plunge; and a glorious art adventure,The opposition leader’s escalation in rhetoric on Palestinians fleeing from Gaza has been rejected by Labor,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/aug/14/afternoon-update-wednesday-ntwnfb,"""Commonwealth Bank"""
2024-08-14,Commonwealth Bank to stop financing fossil fuel companies that don’t comply with Paris climate goals,"Shareholders and customers of ANZ, Westpac and NAB are bound to demand their banks do the same, expert says",The Guardian,News,https://www.theguardian.com/news/article/2024/aug/14/commonwealth-bank-paris-climate-agreement-fossil-fuel-companies,"""Commonwealth Bank"""
2024-08-14,Burke fends off Coalition attacks over Palestinian visas in question time – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/aug/14/australia-politics-live-olympics-naplan-results-future-made-in-australia-bill-anthony-albanese-puter-dutton-question-time-linda-reynolds-brittany-higgins-defamation-trial,"""Commonwealth Bank"""
2024-08-14,"Australians’ mortgage payments hit high not seen since before GFC, data shows","The average mortgage holder is parting with more than a fifth of their pre-tax income, double what they were spending in the 90s",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/aug/15/australia-mortage-cost-data-income-percentage-bank-loans,"""Commonwealth Bank"""
2024-08-14,"Morning Mail: WHO declares mpox emergency, mortgage payments soar, ‘jaw-dropping’ Stonehenge discovery",World Health Organization warns outbreak in Africa resembles early days of HIV; percentage of income spend on mortgages has rocketed; giant Stonehenge stone came from Scotland,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/aug/15/morning-mail-thursday-who-declares-mpox-emergency-mortgage-payments-soar-jaw-dropping-stonehenge-discovery-ntwnfb,"""Commonwealth Bank"""
2024-08-16,Sydney teacher charged with further alleged sexual offences – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/aug/16/nsw-liberal-party-richard-shields-albanese-luxon-talks-ai-inquiry-brittany-higgins-linda-reynolds-defamation-trial-ntwnfb,"""Commonwealth Bank"""
2024-08-21,Banks including CBA criticised for cutting term deposit rates but not mortgage rates,‘Sneaky’ move comes as ACCC calls out complex rate-setting policies and notes lack of aggressive price competition in the sector,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/aug/21/accc-banks-interest-rates-term-deposits-mortgages,"""Commonwealth Bank"""
2024-08-21,"The horror, the horror: banks are having to compete for our business by offering better rates",Don’t buy the banks’ sob story. They are annoyed Australians are becoming more savvy at shopping around for better deals for their home loans,The Guardian,Business,https://www.theguardian.com/business/grogonomics/article/2024/aug/22/banking-royal-commission-australia-interest-rates,"""Commonwealth Bank"""
2024-08-24,"From cars to coffee machines, here’s how Australian spending habits are weathering the high cost of living",Retailers like Temple &amp; Webster have slashed their pricing and tweaked their product range to lure gen Z and millennials – and it’s working,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/aug/24/from-cars-to-coffee-machines-heres-how-australian-spending-habits-are-weathering-the-high-cost-of-living,"""Commonwealth Bank"""
