date,news_sentiment_mean,news_sentiment_std,news_positive_ratio,news_negative_ratio,news_headline_volume
2018-05-03,-0.86956024,0.13611548,0.0,1.0,3
2018-05-04,-0.444187,0.0,0.0,0.0,1
2018-05-07,-0.8934619,0.0,0.0,1.0,1
2018-05-08,-0.52474463,0.51515347,0.0,0.5,2
2018-05-19,-0.9114007,0.0,0.0,1.0,1
2018-05-20,-0.90291476,0.0,0.0,1.0,1
2018-05-21,-0.44144973,0.50036085,0.0,0.5,2
2018-05-25,-0.14028457,0.0,0.0,0.0,1
2018-05-27,0.8408594,0.0,1.0,0.0,1
2018-05-28,-0.70109904,0.0,0.0,1.0,1
2018-05-29,-0.9066027,0.0,0.0,1.0,1
2018-05-31,-0.10009609,0.0,0.0,0.0,1
2018-06-04,0.06633985,0.0,0.0,0.0,1
2018-06-05,0.52081114,0.0,1.0,0.0,1
2018-06-07,-0.94373924,0.0,0.0,1.0,1
2018-06-08,-0.67052567,0.0,0.0,1.0,1
2018-06-23,-0.55598444,0.0,0.0,1.0,1
2018-06-25,-0.13683422,0.0,0.0,0.0,1
2018-06-28,-0.11580101,0.0,0.0,0.0,1
2018-07-23,-0.8074617,0.0,0.0,1.0,1
2018-07-25,-0.9294487,0.0,0.0,1.0,1
2018-07-31,0.17987745,0.0,0.0,0.0,1
2018-08-06,-0.5604816,0.0,0.0,1.0,1
2018-08-07,-0.91050327,0.048539683,0.0,1.0,2
2018-08-08,-0.8779427,0.10251374,0.0,1.0,2
2018-08-09,-0.6811545,0.24837154,0.0,1.0,2
2018-08-10,-0.4669084,0.0,0.0,1.0,1
2018-08-15,-0.19238763,0.0,0.0,0.0,1
2018-08-17,0.012089718,0.0,0.0,0.0,1
2018-08-21,-0.8315365,0.0,0.0,1.0,1
2018-08-22,-0.65853614,0.0,0.0,1.0,1
2018-08-24,-0.8072349,0.0,0.0,1.0,1
2018-09-01,-0.93741786,0.0,0.0,1.0,1
2018-09-04,-0.86263514,0.0,0.0,1.0,1
2018-09-06,0.86563796,0.0,1.0,0.0,1
2018-09-08,-0.6133346,0.0,0.0,1.0,1
